"X","medianGPL1261","medianGPL6246","medianGPL6887","medianGPL6885","medianGPL16570"
"1110054N06Rik",NA,NA,NA,0.113955604882072,NA
"1110054O05Rik",NA,NA,0.015446778286452,0.0780395903429311,0.0444392388320542
"1110054P19Rik",NA,NA,0.0128042957358559,NA,NA
"1110055J05Rik",NA,NA,NA,0.0331278670178894,NA
"1110055L24Rik",NA,NA,NA,0.0938891717344446,NA
"1110055N21Rik",NA,NA,0.0218181208069836,NA,NA
"1110056A04Rik",NA,NA,NA,0.063971775403382,NA
"1110056N09Rik",NA,NA,NA,0.0632803552664638,NA
"1110057K04Rik",0.0775392456376201,0.0203937443811289,0.0194701511716691,0.120658890709575,0.0195021589121378
"1110057P08Rik",NA,0.0313885221875609,0.0130400305840811,NA,NA
"1110058A15Rik",NA,NA,NA,0.0323128291022366,NA
"1110058L19Rik",0.101905368516228,0.0266017815257356,0.0191122077149827,0.0819365756362751,0.0335109819121448
"1110059E24Rik",0.0710551060471719,0.0122522052637624,0.0121996731126959,0.0567592264674338,0.0193632597135866
"1110059F07Rik",NA,NA,NA,0.0932248932024899,NA
"1110059G02Rik",0.0582382430031717,NA,0.0334519808754776,NA,NA
"1110059G10Rik",0.0377446784559125,0.0245168877335255,0.0248616585294381,0.0580944531143222,0.0274277434565259
"1110059H15Rik",NA,NA,0.0186992986772036,NA,NA
"1110059M19Rik",NA,NA,0.124682405378604,NA,0.0933042789223454
"1110059P08Rik",NA,NA,0.0176205860613574,0.0780235862975975,NA
"1110061N23Rik",NA,NA,NA,0.0824929673267155,NA
"1110061O04Rik",NA,NA,NA,0.116838914543311,NA
"1110062G22Rik",NA,NA,0.0135343997903059,NA,NA
"1110062M06Rik",NA,NA,0.017143341260056,NA,NA
"1110063F24Rik",NA,NA,NA,0.125654223659459,NA
"1110063G11Rik",NA,NA,NA,0.0545449507870077,NA
"1110064A23Rik",0.0495527419087653,NA,NA,NA,NA
"1110064P04Rik",NA,NA,0.0118770168343048,0.0593943754315556,NA
"1110065P20Rik",0.105903167516305,0.0151903093091171,0.0213581463552693,NA,NA
"1110067B18Rik",NA,NA,0.0374167745418006,NA,NA
"1110067D22Rik",NA,NA,0.0216662839379797,0.103640369180453,0.0351521221764277
"1110067I12Rik",NA,NA,NA,0.171840726970046,NA
"1110068E08Rik",NA,NA,0.0231360876396865,NA,NA
"1110069O07Rik",NA,NA,0.015649317820651,NA,NA
"1110070O15Rik",NA,NA,0.0407324534867189,NA,NA
"1190002A17Rik",NA,NA,0.0384614227790575,0.151572489749569,NA
"1190002A23Rik",NA,NA,0.0120105648334822,NA,NA
"1190002C06Rik",NA,NA,NA,0.125550213492101,NA
"1190002F15Rik",0.0824664694245869,NA,0.0364833754523764,NA,0.0650148695914206
"1190002H23Rik",NA,NA,0.0239632901631097,0.128212555105742,0.0317572029925307
"1190002J23Rik",NA,NA,NA,0.100621939332499,NA
"1190002L16Rik",NA,NA,NA,0.0676036596013198,NA
"1190002N15Rik",0.0778539856819469,0.0226921040547489,0.0255069885495826,0.061631710761985,0.0234147247595528
"1190003J15Rik",NA,NA,0.0341297808680222,0.107594318045573,0.0289858680240579
"1190003K10Rik",0.0759898737057685,NA,0.0336751911111224,NA,0.0261934471447483
"1190003M12Rik",NA,NA,0.0243754458737966,0.0800830288384129,NA
"1190004M23Rik",NA,NA,0.0167565089756387,NA,NA
"1190005F20Rik",NA,NA,0.0166772736568702,0.0731958427348968,0.0155490340554671
"1190005I06Rik",0.0972195804883696,0.0313992958351544,0.0242549792538086,0.14097900495552,0.0263226992665526
"1190005N23Rik",NA,NA,0.0279234689791773,NA,NA
"1190005P17Rik",NA,NA,NA,0.0785253142465304,NA
