"","GSE33684","GSE113808","GSE104128","GSE97910","GSE70857","GSE62324","GSE57659","GSE39313"
"1110018G07Rik",0.0762142306091081,0.148942146784604,0.178600723972293,0.226074794117518,0.0611155943677487,0.198495148222124,0.0198391604204723,0.0162889518413597
"1110018J12Rik",0.0746127410251426,0.324152542372881,0.0380298489946804,0.0163097345804977,0.00663715073690559,0.182495129431869,NA,0.00100590128755359
"1110018J18Rik",0.0910497869972086,0.103987218671853,0.140538852078732,0.0751950056418736,0.0328101826350442,0.148295769264287,0.038954888513132,0.00139701969132518
"1110018M03Rik",0.0726095880620296,0.254609544468547,0.028716508694459,0.0164159078107765,0.00755741905374681,0.153012364814143,0.0655395509916258,0.00080558539205154
"1110019C08Rik",0.0815448142828129,0.221360966057441,0.102646507010686,0.0707884627547264,0.0306352086322631,0.190625919582692,0.0452571991212279,0.014961139896373
"1110019K23Rik",0.0866162173973738,0.1650390625,0.0388602252410035,0.0183499531986315,0.00638540910704327,0.175968040868848,NA,0.000804721030042901
"1110019L22Rik",0.0958344787367313,0.270026935355148,0.310191926643674,0.179576351266458,0.0229463784390792,0.166670000440674,0.0528596438362078,0.0487176414189838
"1110019N10Rik",0.0659668388206235,0.246154369725021,0.163771483299479,0.116201059320135,0.0335350898721492,0.0458289837315488,0.0389252130217447,0.0100827300930713
"1110020A09Rik",0.0813867869749612,0.187119932432432,0.0773175034980954,0.47560304130416,0.0654005825446012,0.159243896213474,0.043843939769005,0.00913685847589436
"1110020C03Rik",0.0651733995605694,0.276765375854214,0.0905675450245871,0.0217481128046567,0.00732895989404417,0.197796200107342,NA,0.000803858520900304
"1110020C13Rik",0.0968574946940677,0.476234437005847,0.0929760922837409,0.864822301626936,0.0832582391453673,0.0783798110499655,0.0272284571587211,0.0490552325581396
"1110020G09Rik",0.0481139442809923,0.171344647519582,0.0388819903128084,0.0131491842042167,0.00622517616672019,0.201647050725961,0.0645841703799801,0.00280748663101605
"1110020L19Rik",0.0423368308697662,0.148428405122235,0.0969548698295231,0.0160096210568374,0.00659055444454765,0.280268569750515,NA,0.00240770465489562
"1110020M19Rik",0.075342276039371,0.417328699106256,0.124791289227073,0.0556378652563549,0.0114445073600751,0.123895784648289,0.0309923573676267,0.0019820295983087
"1110020P15Rik",0.145258369323608,0.194584869804811,0.108900808570239,0.579654892045782,0.0635960960115339,0.0249016103127116,0.0234201364314626,0.0356446967129786
"1110021H02Rik",0.0978584254067641,0.163982710092481,0.0779018959262325,0.136661180055737,0.0301885800391933,0.0953256974742334,0.0148890028720537,0.0320539419087137
"1110021N19Rik",0.0750850287497104,0.253676470588235,0.0476758342116858,0.013742849891739,0.00553142811726497,0.129713203815729,0.0811759898278926,0.000804721030042901
"1110025F24Rik",0.0801619726693566,0.141962989840348,0.111939266478378,0.139486357544397,0.0297888341209236,0.154709523768567,0.0420469366788064,0.00513969425408536
"1110025G12Rik",0.169175222772104,0.454159049360146,1.12998719194045,0.551851504391176,0.0435493567685931,0.073279375515069,0.0376062533547425,0.16311919504644
"1110025I09Rik",0.0664891066198891,0.0879478827361563,0.0975827971201003,0.0643712176204971,0.0124707171202417,0.201078961234307,0.0285207421000191,0.00379999999999995
"1110028A07Rik",0.06585351481032,0.129201680672269,0.0393874889546069,0.147319843315263,0.00817747574486332,0.191730921570519,0.0724247756346891,0.0108637339055794
"1110028E10Rik",0.0688562804270841,0.197741596638655,0.0455972273708826,0.0312191262519504,0.00622466100723997,0.232121910083603,0.0475305076707425,0.00280748663101605
"1110028N05Rik",0.0480365983786893,0.216170262664165,0.207597151039371,0.0823772110089688,0.023096437604317,0.147918669414061,0.0532846102305172,0.00493940990516333
"1110029E03Rik",0.0587647073667253,0.161595394736842,0.0175699677630393,0.0118648066508396,0.00405972778601749,0.17264191194321,0.055865973725527,0.000401929260450224
"1110030H02Rik",0.0733998333134184,0.154557463672391,0.0755185631236229,0.021956306327674,0.00614208271985008,0.187663983215074,0.048524700579056,0.00160256410256407
"1110030H18Rik",0.0778340228951997,0.247660427807487,0.0408336326918394,0.0247193203387588,0.00687399406569231,0.240679834139787,0.0638000391912616,0.000804721030042901
"1110030J09Rik",0.109346947967456,0.166093597857838,0.166866088236472,0.129950210254798,0.01225894793192,0.097765283472267,0.0349046639486273,0.00564430947979939
"1110030K22Rik",0.0730697582559184,0.160139484978541,0.0352637648340689,0.510894013608351,0.0112855808227332,0.304905680625586,0.0597897643628537,0.011869635193133
"1110030L07Rik",0.0463779160202623,0.121399176954732,0.0541149571223946,0.0215510451660321,0.0058294995183348,0.193848527911073,0.0526803124718589,0.000804721030042901
"1110031B06Rik",0.0998408607903001,0.2079615648593,0.131140125304926,0.08064161731253,0.0124328710088959,0.184500322457437,0.0424465674365804,0.00398300584174182
"1110031B11Rik",0.026696729722348,0.120283018867924,0.0438146134393164,0.051044018256991,0.00560248533929075,0.187052746644063,0.119452302172918,0.00120578778135053
"1110031I02Rik",0.0594605114917713,0.414504260263362,0.0805145241742935,0.120748268272062,0.0149876872947471,0.0576224514028993,0.0502370235690916,0.006472280334728
"1110032A03Rik",0.0708747244749189,0.225382003395586,0.026449034262264,0.0458948265341421,0.0114053667145074,0.2610624374488,0.0543414814016615,0.00160599571734472
"1110032A13Rik",0.0903053390862663,0.0894414296407186,0.129024404757325,0.283176275698175,0.0730748380920525,0.0962414745634218,0.0230128347883387,0.024362588869821
"1110032D12Rik",0.132741879990258,0.170096239078131,0.782068382319468,0.0839271123971759,0.0295605659019501,0.181077803087218,0.053016028804663,0.0119475847893114
"1110032E23Rik",0.154103498195263,0.62623850250121,0.197910370687895,0.613089429695287,0.117351663596974,0.195581749118009,0.0699131530703035,0.0512851600387974
"1110032N12Rik",0.0639438702054702,0.136181406997608,0.248941790926239,0.178277748744623,0.0351384651526919,0.122314154227454,0.030717140104078,0.0287162162162161
