"","GSE32512","GSE27666"
"ACTR8",0.0968895237350935,0.309283780961479
"ACTRT1",0.0805121222552946,0.320638892781617
"ACVR1",0.0442020092738511,0.311859354121824
"ACVR1B",0.0635680051321604,0.2623765095454
"ACVR1C",0.153299459361643,0.491936996594519
"ACVR2A",0.0505616239039654,0.2419148019058
"ACVR2B",0.0435301955728464,0.348044039933478
"ACVRL1",0.0485127967113762,0.291213493783223
"ACY1",0.0608919603476351,0.362624937794658
"ACY3",0.0562382780405672,0.495601930801008
"ACYP1",0.0854796735150703,0.257277686392667
"ACYP2",0.0447805032019069,0.263182609407693
"ADA",0.0399038436843743,0.260539515195304
"ADAD1",0.0443070376891472,0.481391738982067
"ADAD2",0.0796599375548034,0.415414114961753
"ADAL",0.0671848231101029,0.263033158804428
"ADAM10",0.0533399853721822,0.267049555296956
"ADAM11",0.0529987084244894,0.369507124647715
"ADAM12",0.0622898740149958,0.275672623523831
"ADAM15",0.0344648371659867,0.217791010225824
"ADAM17",0.0564798607190033,0.219505634867333
"ADAM18",0.0315870659654528,0.423331533308321
"ADAM19",0.0982977121515432,0.352162258118942
"ADAM2",0.053664811307117,0.277444354918005
"ADAM20",0.0454840832278163,0.517624758149391
"ADAM21",0.0712309632572606,0.315839868205745
"ADAM22",0.07408264977477,0.340433862697093
"ADAM23",0.0556929103747117,0.412185540832379
"ADAM28",0.0503403486651351,0.264054160884295
"ADAM29",0.070055289842112,0.374245334463442
"ADAM30",0.040497057860154,0.348956360723624
"ADAM32",0.0603920721931563,0.250946011022349
"ADAM33",0.0624478763082536,0.197102996745463
"ADAM3A",0.0270470677906181,0.29010210978021
"ADAM5",0.0255856295910078,0.293680228545096
"ADAM5P",0.0458604472398152,0.411365067431296
"ADAM6",0.0584398728139724,0.262401246321258
"ADAM7",0.0771722762269683,0.243950332644815
"ADAM8",0.27262729882334,0.858127099135564
"ADAM9",0.0728098815638839,0.300199259458337
"ADAMDEC1",0.0480282355509231,0.278751878125483
"ADAMTS1",0.0668499413966125,0.337979657970644
"ADAMTS10",0.0654108791647373,0.335944024863351
"ADAMTS12",0.0562452735730683,0.430051570701035
"ADAMTS13",0.106544054112246,0.349798852576292
"ADAMTS14",0.0375528155718058,0.288814056129924
"ADAMTS15",0.0800534284584962,0.397377469437603
"ADAMTS16",0.0565660988276813,0.359926716794589
"ADAMTS17",0.130263883782822,0.477770610136309
"ADAMTS18",0.0646449279401154,0.355805942401148
"ADAMTS19",0.100713501168105,0.386196248813265
"ADAMTS2",0.101595579165355,0.360420153570281
"ADAMTS20",0.0316768414118043,0.334582918409258
"ADAMTS3",0.0617845174532313,0.530465466563892
"ADAMTS4",0.0587701717029954,0.437542082367996
"ADAMTS5",0.0792498328571159,0.466626739912253
"ADAMTS6",0.0887317247896506,0.313974047101425
"ADAMTS7",0.106114283364337,0.400392069412385
"ADAMTS8",0.072465643013469,0.437928108190467
"ADAMTS9",0.0723660946660886,0.412864338600707
"ADAMTSL1",0.0502954135306346,0.306749151063241
"ADAMTSL2",0.124289316377489,0.418020985238531
"ADAMTSL3",0.0956730899609956,0.293363074681856
"ADAMTSL4",0.097311673788006,0.498739343288856
"ADAMTSL5",0.0911035729519447,0.334415386447269
"ADAR",0.029493211736417,0.191164770267028
"ADARB1",0.0670046046727152,0.245162688045311
"ADARB2",0.0918839711158119,0.380220089787255
"ADAT1",0.0540481223361904,0.280704215270937
"ADAT3",0.0677954792324298,0.280720902678518
"ADC",0.103285987511202,0.372872852655446
"ADCK1",0.0648706761721143,0.31478445925303
"ADCK2",0.0341466164241601,0.235841696546698
"ADCK4",0.0884343322757445,0.32265132680022
"ADCK5",0.0892570497436023,0.298457666144211
"ADCY1",0.0796525148287429,0.293975085143739
"ADCY2",0.10481974824546,0.3093083055933
"ADCY3",0.0322060604572176,0.255937129352409
"ADCY4",0.0463031313820953,0.335064466375724
"ADCY5",0.10419910577742,0.338353217194129
"ADCY6",0.0352105937368961,0.268979988402266
"ADCY7",0.0639302873277992,0.275974597876683
"ADCY8",0.0360057885278307,0.381270379514998
"ADCY9",0.0793124116692986,0.329812410125684
"ADCYAP1",0.0801825052486136,0.348566643027755
"ADCYAP1R1",0.0545581410161792,0.409534322827468
"ADD1",0.0328123105091269,0.165207807493365
"ADD2",0.0309416291438673,0.255630480240146
"ADD3",0.0674804391954939,0.25721144842588
"ADFP",0.0309896820039713,0.269978249850958
"ADH1A",0.0324445393625117,0.317959825410404
"ADH1B",0.064487129074163,0.52740486886606
"ADH1C",0.0676595728381652,0.405644333178636
"ADH4",0.0393280936957162,0.328069129106863
"ADH5",0.0423383034925304,0.217407213911637
"ADH6",0.0745701700096012,0.352612907879785
"ADH7",0.0494057217847838,0.437978825600788
"ADHFE1",0.0438044004131712,0.309813891468293
"ADI1",0.146766364945571,0.479376272910499
"ADIG",0.066703598504218,0.341794001422889
"ADIPOQ",0.0588890636780507,0.470303028125587
"ADIPOR1",0.0518455532747621,0.367633164040826
"ADIPOR2",0.0329738841102107,0.264748783275853
"ADK",0.0678777629165399,0.245506880093839
"ADM",0.0494807592425332,0.476465065625934
"ADM2",0.0736101003585853,0.257907441121212
"ADNP",0.0540314821585182,0.266839863393672
"ADNP2",0.0374711687802925,0.213694710814901
"ADO",0.0323462793279235,0.189672762402744
"ADORA1",0.114234959115339,0.439797189473821
"ADORA2A",0.101165415762173,0.33786757328567
"ADORA2B",0.10799452803005,0.442165806382405
"ADORA3",0.0684220814528134,0.25448072311113
"ADPGK",0.0319689122866617,0.191156420186783
"ADPRH",0.10603228379591,0.319850681568613
"ADPRHL1",0.0999624891915102,0.381433876024563
"ADPRHL2",0.051180473943904,0.239326090242107
"ADRA1A",0.0596987318887349,0.237711365031792
"ADRA1B",0.113256407228269,0.447846151338666
"ADRA1D",0.0945330532709275,0.354220351459128
"ADRA2A",0.0578378942032888,0.303727006022159
"ADRA2B",0.100749906404969,0.343703818140485
"ADRA2C",0.0630586930959831,0.302179891968769
"ADRB1",0.0992970973882267,0.424414643294302
"ADRB2",0.0391216127673705,0.266403701256924
"ADRB3",0.0975453482152916,0.393089419871102
"ADRBK1",0.0460676918072684,0.424777002263225
"ADRBK2",0.116379855715522,0.409640135588295
"ADRM1",0.0215327725499373,0.160184322271683
"ADSL",0.0175221597262294,0.131062054101623
"ADSS",0.0373000048825932,0.17475214644198
"ADSSL1",0.0832537231870091,0.302195222720859
"AEBP1",0.0399409882311289,0.276765015422166
"AEBP2",0.0633034432971697,0.252568176451408
"AES",0.0273547820762395,0.183571234988777
"AFAP1",0.0562949445746138,0.377001784584841
"AFAP1L1",0.0454382521190173,0.291559350741713
"AFAP1L2",0.0630849578291894,0.300216911036612
"AFAR3",0.114028439380177,0.34899334967084
"AFARP1",0.0473646321923836,0.270611261144321
"AFF1",0.0787925395581755,0.274050834810832
"AFF2",0.126352872922909,0.419586068329036
"AFF3",0.0588983443051215,0.371476947653353
"AFF4",0.0578501640317602,0.298265850168143
"AFG3L1",0.0466309916922025,0.215663220139067
"AFG3L2",0.033467414463859,0.222593781078891
"AFM",0.0324848081576823,0.630833119789577
"AFMID",0.0782641765028676,0.372565980544679
"AFP",0.0594869201349756,0.339551131036986
"AFTPH",0.114635042082361,0.377989953531749
"AGA",0.0545344967140221,0.274796444057769
"AGBL1",0.0336532789367698,0.292074629706722
"AGBL2",0.0330939769703884,0.353874961770187
"AGBL3",0.0342189928437425,0.473012551014153
"AGBL4",0.0408797509482063,0.451303542358967
"AGBL5",0.040874128217215,0.167875550383877
"AGC1",0.0743800370221433,0.376728732417707
"AGER",0.0674873407529711,0.335254594567506
"AGGF1",0.0307156712250528,0.124640548923824
"AGK",0.0310565506460855,0.186890694047178
"AGL",0.0492955940039224,0.239618953444115
"AGMAT",0.0536233405573574,0.35612461194881
"AGPAT1",0.0426301445810482,0.349264345677981
"AGPAT2",0.0366797933454704,0.305607881650283
"AGPAT3",0.113026720950859,0.329903811553386
"AGPAT4",0.0439955588843053,0.269651528341636
"AGPAT5",0.0919355670056987,0.304826563483605
"AGPAT6",0.117640577673884,0.370641621839308
"AGPAT7",0.110000322286892,0.349739065300665
"AGPAT9",0.163670051395962,0.734455835583243
"AGPS",0.0361475059438007,0.209427092207127
"AGR2",0.116716917267424,0.356721000475988
"AGR3",0.046949776806629,0.2772642070842
"AGRN",0.0488846226382066,0.249933979515563
"AGRP",0.0505238564943986,0.298726054454391
"AGT",0.200997431869457,0.682428847146779
"AGTPBP1",0.0328516094442964,0.201450344722122
"AGTR1",0.0447751647981156,0.293202635837439
"AGTR2",0.115813914469766,0.35423669003233
"AGTRAP",0.0583759204347744,0.222370640045995
"AGTRL1",0.0616225056090168,0.442355935828448
"AGXT",0.0915365049870983,0.370354867284695
"AGXT2",0.0372144708770966,0.37428166937297
"AGXT2L1",0.0382673521265078,0.270687602319119
"AGXT2L2",0.0420335817519947,0.192827859024241
"AHCTF1",0.0499728761350467,0.306116336264982
"AHCY",0.035721568119312,0.254139375197429
"AHCYL1",0.0191193542749556,0.142418709189668
"AHCYL2",0.0466726456849788,0.234607934082546
"AHDC1",0.086616744693759,0.281414621773628
"AHI1",0.053935271476108,0.304566588627998
"AHNAK",0.0524022273385461,0.34771688133354
"AHR",0.0370196236408616,0.242816220977942
"AHRR",0.0632317793502082,0.366350281831743
"AHSA1",0.0326597986777737,0.194362911961121
"AHSA2",0.0669826902917897,0.422633553406209
"AHSG",0.103251702207602,0.321627404746712
"AICDA",0.0606706561891926,0.40145705159336
"AIF1",0.0980825631842767,0.604842198547074
"AIFM1",0.0494564479419483,0.218973044431298
"AIFM2",0.0450037426779054,0.304978174527331
"AIFM3",0.114711531354229,0.366294888284102
"AIG1",0.0337349145011169,0.22173794545736
"AIM1",0.0732032542368278,0.293454136220285
"AIM1L",0.0287845221349417,0.245419565184302
"AIM2",0.073968900128085,0.384595805502449
"AIP",0.0296926688621801,0.192217866684641
"AIPL1",0.041289629622071,0.306612910313996
"AIRE",0.0487174834282765,0.295462901469629
"AJAP1",0.0673765970926905,0.366211538771498
"AK1",0.0513106876612527,0.269410305922315
"AK2",0.0506156465674867,0.327540074082038
"AK3",0.0219577471240992,0.194488269962192
"AK3L1",0.0906483359505644,0.418243262172642
"AK5",0.0334962902197141,0.334549526914702
"AK7",0.0606578811820298,0.453916937480916
"AKAP1",0.0623225095073901,0.318942797836139
"AKAP10",0.0767356404944687,0.297026548867123
"AKAP11",0.0852283011753428,0.309692304571027
"AKAP12",0.066165302091993,0.364193254476818
"AKAP13",0.0570321942953623,0.310441825713697
"AKAP14",0.0310971625227165,0.318628203529913
"AKAP2",0.0840921224202982,0.265389362910682
"AKAP3",0.099606074149381,0.294074391549177
"AKAP4",0.0474222358568766,0.313957474138425
"AKAP5",0.0672345375695433,0.340753993157877
"AKAP6",0.0442739832577434,0.421115982367511
"AKAP7",0.0884078972192045,0.308634794792622
"AKAP8",0.0318578195741911,0.19829019894247
"AKAP8L",0.0556886195946308,0.253537106202884
"AKAP9",0.0527430460427457,0.251307303861831
"AKNA",0.0572783080178172,0.326478934655616
"AKR1A1",0.0187068516825522,0.140085163471279
"AKR1B1",0.0283250343606351,0.203514544127017
"AKR1B10",0.0674814676211445,0.42084318210586
"AKR1C1",0.0466323199466893,0.433822187771091
"AKR1C2",0.0459438546340885,0.291037305032548
"AKR1C3",0.0415606820916692,0.37159185335447
"AKR1C4",0.02762329810347,0.246287213578892
"AKR1CL1",0.0890249151182407,0.363400921017377
"AKR1CL2",0.0748307607363177,0.397522457234653
"AKR1D1",0.0174478787270783,0.141149243887557
"AKR7A2",0.0271302291345571,0.233983174293254
"AKR7A3",0.0343243567572461,0.259082994321895
"AKT1",0.0189947765333782,0.146855445883434
"AKT1S1",0.0989974981768637,0.281151953204794
"AKT2",0.117043725461272,0.393280184196271
"AKT3",0.0365680243500527,0.208934725930174
"AKTIP",0.0339795211395505,0.146816942917956
"ALAD",0.0893644461900173,0.327290044079777
"ALAS1",0.0834993169891322,0.250737947023606
"ALAS2",0.12887882303564,0.491926028501135
"ALB",0.0353505741170017,0.278003016710685
"ALCAM",0.214726994063321,0.902533633299503
"ALDH16A1",0.072024877520793,0.300705428221239
"ALDH18A1",0.053933007930223,0.339607346249564
"ALDH1A1",0.0489833049169714,0.377092303098901
"ALDH1A2",0.0892354920274458,0.466421348492107
"ALDH1A3",0.123618398411521,0.68830129633809
"ALDH1B1",0.076826010552716,0.344093810802239
"ALDH1L1",0.106350169193787,0.635403882097293
"ALDH1L2",0.068410903868025,0.307542042115838
"ALDH2",0.0271811700925474,0.267278674648293
"ALDH3A1",0.0654697338694968,0.436148578107908
"ALDH3A2",0.0315779453708925,0.260564737173603
"ALDH3B1",0.0651405443010037,0.34232397760706
"ALDH3B2",0.0346702941988365,0.261679034603834
"ALDH4A1",0.0696047787598712,0.374021064044482
"ALDH5A1",0.058332646935173,0.23275629418215
"ALDH6A1",0.0820536904773568,0.411699036383525
"ALDH7A1",0.0286294470522528,0.19238881664031
"ALDH8A1",0.0494474464244184,0.351245296035041
"ALDH9A1",0.0236169409069916,0.216208949163389
"ALDOA",0.0297898523698256,0.223854057648468
"ALDOB",0.104160062500679,0.378414710819303
"ALDOC",0.058214654193803,0.538028900072562
"ALG1",0.110380953303514,0.347030623693108
"ALG10B",0.0707069267784711,0.295772661876217
"ALG11",0.107412077837912,0.409633109099624
"ALG12",0.100775578518765,0.309778808801585
"ALG13",0.0326959028479769,0.194862705604137
"ALG14",0.052432915101374,0.274892689630934
"ALG2",0.0502895452469114,0.21022459256739
"ALG3",0.0232382777322429,0.186875385221554
"ALG5",0.0403852417614725,0.258670661908193
"ALG6",0.038995197436145,0.217966061394897
"ALG8",0.0334496888894894,0.196282057254691
"ALG9",0.0351658383990861,0.252643322684778
"ALK",0.0690405200148682,0.292121900793222
"ALKBH1",0.0487182854479813,0.185049870229066
"ALKBH2",0.0454138323223319,0.225407718950642
"ALKBH3",0.0339492535676033,0.211994989497504
"ALKBH4",0.0994701771237992,0.291051746770121
"ALKBH5",0.0140816607653456,0.121828550775956
"ALKBH6",0.0355808299260085,0.187090340970862
"ALKBH7",0.039017926455742,0.230572143064958
"ALKBH8",0.0763120342298287,0.258943025555238
"ALLC",0.0386767471102164,0.299453603875487
"ALMS1",0.0891855685126518,0.314440817962528
"ALOX12",0.101989254495657,0.568107657609036
"ALOX12B",0.05030910731476,0.436719406184421
"ALOX12P2",0.0338439848089362,0.308975100517405
"ALOX15",0.0367928729658489,0.251178342761224
"ALOX15B",0.0436889892804624,0.304401284098387
"ALOX5",0.0520542498463443,0.3989671787638
"ALOX5AP",0.0809202467821259,0.544448858794664
"ALOXE3",0.064261417254865,0.352606648611741
"ALPI",0.171083107149561,0.592639860420574
"ALPK1",0.0653399170516942,0.323288509842048
"ALPK2",0.172281428065427,0.495038624458207
"ALPK3",0.122690572710254,0.594280605351893
"ALPL",0.102346026206583,0.552014257457058
"ALPP",0.035429120036336,0.28420730054404
"ALPPL2",0.132003031925589,0.473758951271006
"ALS2",0.0288118733886988,0.185438054545501
"ALS2CL",0.0659748069358671,0.340410185556022
"ALS2CR11",0.0427563403872442,0.423909932368214
"ALS2CR12",0.0655418050191249,0.501686966633146
"ALS2CR13",0.038883290868582,0.254415303825048
"ALS2CR14",0.0515766219458803,0.299032264556837
"ALS2CR16",0.0974786681614556,0.299646107044212
"ALS2CR2",0.0669046718816448,0.491978550607229
"ALS2CR4",0.0410441993553343,0.241001450677219
"ALS2CR8",0.0917408380838269,0.289864485836059
"ALX3",0.0570780788629722,0.25179332249721
"ALX4",0.0498286611986859,0.398993665008106
"AMAC1",0.101771493479662,0.328417984522641
"AMAC1L1",0.0492989377066473,0.373932806008084
"AMAC1L2",0.0651019745468749,0.324431500753868
"AMACR",0.0962582697417754,0.360337990192345
"AMBN",0.0259794920554145,0.216593045708764
"AMBP",0.0658848503332573,0.270985120185119
"AMBRA1",0.082119369280412,0.355068115822055
"AMD1",0.0429552332394496,0.215589037711666
"AMDHD1",0.0953443345655345,0.35062534681578
"AMDHD2",0.070395551366005,0.259969464121063
"AMELX",0.0381769014960828,0.429751769011688
"AMELY",0.0580839689649536,0.33757682837721
"AMFR",0.0498406122005671,0.369345704392286
"AMH",0.0454378357154144,0.342656665419727
"AMHR2",0.0714711022458358,0.452804149979398
"AMICA1",0.191941027720579,0.990506849186159
"AMIGO1",0.100735894383827,0.304106188446372
"AMIGO2",0.0930741425420343,0.292325394630809
"AMIGO3",0.0618613411090585,0.326091913051833
"AMMECR1",0.090968337253988,0.349740830722042
"AMMECR1L",0.0543157288022128,0.313520247536903
"AMN",0.0490312094696347,0.374624752318946
"AMN1",0.107961176310818,0.333343938435605
"AMOT",0.0545262443158795,0.376109322674179
"AMOTL1",0.0588932786014443,0.324573218597168
"AMOTL2",0.108636494858101,0.342800942512042
"AMPD1",0.0421911943680803,0.406705578232036
"AMPD2",0.0448897202642089,0.311023402332529
"AMPD3",0.030871192766257,0.217517996890376
"AMPH",0.0725921370201566,0.578009612441946
"AMT",0.0594164410336037,0.35792664508276
"AMTN",0.0388413451931615,0.352954038726793
"AMY1A",0.0368596576943084,0.31847462262019
"AMY1B",0.0941155773531319,0.321621746278061
"AMY1C",0.0346566524273225,0.316624385152473
"AMY2A",0.052647014336896,0.269770575868207
"AMY2B",0.0938019868578005,0.33410144128396
"AMZ1",0.048776499099027,0.349489848000569
"AMZ2",0.0293442772405964,0.180164095477794
"ANAPC1",0.0641837731743923,0.299111603811292
"ANAPC10",0.0283952961490699,0.181514684933452
"ANAPC11",0.0721327814387528,0.324178970640749
"ANAPC13",0.0244225154318898,0.217860068091473
